Rank,Club,Squad size,Average age,Foreigners,Market value,Total market value,League,Season
,Leicester City,37,27.4,19,€1.80m,€66.70m,Premier_League,2014
,Burnley FC,30,27.0,13,€1.75m,€52.55m,Premier_League,2014
,Chelsea FC,40,25.2,31,€13.84m,€553.50m,Premier_League,2015
,Manchester City,38,25.9,27,€13.14m,€499.35m,Premier_League,2015
,Arsenal FC,41,25.2,30,€11.17m,€457.85m,Premier_League,2015
,Manchester United,44,24.1,27,€10.00m,€439.85m,Premier_League,2015
,Liverpool FC,44,23.9,27,€8.53m,€375.25m,Premier_League,2015
,Tottenham Hotspur,31,24.2,16,€12.00m,€371.85m,Premier_League,2015
,Everton FC,39,26.1,22,€6.41m,€249.85m,Premier_League,2015
,Southampton FC,35,25.6,20,€6.44m,€225.50m,Premier_League,2015
,West Ham United,50,24.7,28,€4.03m,€201.33m,Premier_League,2015
,Newcastle United,42,25.2,28,€4.71m,€198.00m,Premier_League,2015
,Leicester City,35,27.3,21,€4.60m,€161.10m,Premier_League,2015
,Stoke City,31,27.9,24,€4.74m,€147.00m,Premier_League,2015
,Swansea City,36,26.4,27,€4.05m,€145.80m,Premier_League,2015
,Watford FC,39,27.8,35,€3.51m,€137.00m,Premier_League,2015
,Crystal Palace,38,27.2,20,€3.57m,€135.70m,Premier_League,2015
,Aston Villa,44,25.1,24,€2.68m,€117.95m,Premier_League,2015
,Norwich City,41,27.0,23,€2.85m,€116.90m,Premier_League,2015
,West Bromwich Albion,35,26.9,22,€3.23m,€113.10m,Premier_League,2015
,Sunderland AFC,42,27.0,27,€2.65m,€111.25m,Premier_League,2015
,AFC Bournemouth,49,25.6,22,€2.04m,€99.90m,Premier_League,2015
,Chelsea FC,49,25.4,41,€14.01m,€686.70m,Premier_League,2016
,Manchester City,35,26.9,29,€16.47m,€576.50m,Premier_League,2016
,Tottenham Hotspur,38,24.1,20,€14.31m,€543.65m,Premier_League,2016
,Arsenal FC,42,25.3,26,€12.90m,€542.00m,Premier_League,2016
,Manchester United,42,25.0,26,€12.65m,€531.45m,Premier_League,2016
,Liverpool FC,38,24.9,24,€11.20m,€425.65m,Premier_League,2016
,Everton FC,39,26.4,26,€7.98m,€311.25m,Premier_League,2016
,West Ham United,44,25.1,29,€6.21m,€273.05m,Premier_League,2016
,Southampton FC,36,25.9,19,€7.33m,€263.75m,Premier_League,2016
,Crystal Palace,45,26.6,27,€5.08m,€228.43m,Premier_League,2016
,Leicester City,31,27.1,22,€7.05m,€218.65m,Premier_League,2016
,Stoke City,34,27.7,27,€5.47m,€186.00m,Premier_League,2016
,Watford FC,46,27.3,37,€3.82m,€175.65m,Premier_League,2016
,Swansea City,37,27.4,28,€4.25m,€157.10m,Premier_League,2016
,Hull City,42,26.5,24,€3.23m,€135.85m,Premier_League,2016
,Sunderland AFC,42,25.8,27,€3.14m,€132.00m,Premier_League,2016
,AFC Bournemouth,41,24.8,16,€3.21m,€131.60m,Premier_League,2016
,Middlesbrough FC,35,27.9,21,€3.68m,€128.80m,Premier_League,2016
,West Bromwich Albion,30,27.7,18,€4.11m,€123.20m,Premier_League,2016
,Burnley FC,36,27.2,15,€2.98m,€107.18m,Premier_League,2016
,Manchester City,32,25.5,22,€31.53m,€1.01bn,Premier_League,2017
,Chelsea FC,46,25.3,33,€19.22m,€884.25m,Premier_League,2017
,Liverpool FC,35,25.4,21,€24.50m,€857.50m,Premier_League,2017
,Manchester United,35,26.6,23,€24.27m,€849.50m,Premier_League,2017
,Tottenham Hotspur,34,25.2,22,€24.40m,€829.60m,Premier_League,2017
,Arsenal FC,45,25.4,27,€15.42m,€694.00m,Premier_League,2017
,Everton FC,48,25.4,31,€7.94m,€381.25m,Premier_League,2017
,Leicester City,34,27.0,23,€8.95m,€304.25m,Premier_League,2017
,Southampton FC,29,26.4,16,€10.24m,€297.00m,Premier_League,2017
,West Ham United,41,25.7,25,€6.36m,€260.60m,Premier_League,2017
,Crystal Palace,41,26.3,24,€5.38m,€220.73m,Premier_League,2017
,Newcastle United,37,25.9,27,€5.63m,€208.28m,Premier_League,2017
,Watford FC,37,27.4,28,€5.30m,€196.00m,Premier_League,2017
,Stoke City,35,26.8,27,€5.50m,€192.45m,Premier_League,2017
,Burnley FC,30,28.3,16,€5.64m,€169.30m,Premier_League,2017
,West Bromwich Albion,33,27.0,17,€5.03m,€165.95m,Premier_League,2017
,Swansea City,36,26.8,25,€4.60m,€165.49m,Premier_League,2017
,Brighton & Hove Albion,39,27.3,27,€3.80m,€148.20m,Premier_League,2017
,AFC Bournemouth,35,26.4,14,€4.13m,€144.50m,Premier_League,2017
,Huddersfield Town,35,26.1,19,€3.03m,€106.05m,Premier_League,2017
,Manchester City,47,24.6,36,€25.61m,€1.20bn,Premier_League,2018
,Liverpool FC,39,25.2,25,€30.06m,€1.17bn,Premier_League,2018
,Chelsea FC,54,26.2,40,€21.60m,€1.17bn,Premier_League,2018
,Tottenham Hotspur,34,26.0,20,€26.43m,€898.60m,Premier_League,2018
,Manchester United,36,25.9,23,€22.16m,€797.60m,Premier_League,2018
,Arsenal FC,42,25.4,28,€15.69m,€659.05m,Premier_League,2018
,Everton FC,40,26.6,29,€13.23m,€529.10m,Premier_League,2018
,Leicester City,37,26.9,28,€11.73m,€434.10m,Premier_League,2018
,West Ham United,37,27.1,24,€9.70m,€359.00m,Premier_League,2018
,AFC Bournemouth,37,26.2,17,€8.38m,€310.00m,Premier_League,2018
,Southampton FC,40,25.5,19,€7.64m,€305.40m,Premier_League,2018
,Wolverhampton Wanderers,40,24.5,26,€7.57m,€302.90m,Premier_League,2018
,Crystal Palace,36,26.9,22,€8.03m,€289.00m,Premier_League,2018
,Fulham FC,33,26.2,26,€7.70m,€254.25m,Premier_League,2018
,Newcastle United,37,26.6,25,€6.61m,€244.65m,Premier_League,2018
,Watford FC,39,26.7,32,€6.13m,€239.10m,Premier_League,2018
,Burnley FC,33,28.6,14,€5.98m,€197.25m,Premier_League,2018
,Brighton & Hove Albion,41,26.3,29,€4.74m,€194.35m,Premier_League,2018
,Huddersfield Town,33,25.8,21,€4.17m,€137.45m,Premier_League,2018
,Cardiff City,35,27.8,21,€3.23m,€113.00m,Premier_League,2018
,Manchester City,35,25.4,25,€29.96m,€1.05bn,Premier_League,2019
,Liverpool FC,56,23.8,32,€17.90m,€1.00bn,Premier_League,2019
,Tottenham Hotspur,36,25.3,22,€22.41m,€806.80m,Premier_League,2019
,Chelsea FC,36,24.7,23,€19.61m,€705.85m,Premier_League,2019
,Manchester United,43,24.4,27,€15.59m,€670.45m,Premier_League,2019
,Arsenal FC,38,24.8,24,€15.99m,€607.65m,Premier_League,2019
,Everton FC,35,26.5,22,€12.02m,€420.55m,Premier_League,2019
,Leicester City,32,26.4,21,€12.85m,€411.10m,Premier_League,2019
,Wolverhampton Wanderers,44,23.6,30,€7.28m,€320.33m,Premier_League,2019
,West Ham United,38,27.0,27,€7.99m,€303.60m,Premier_League,2019
,AFC Bournemouth,39,25.4,17,€6.98m,€272.18m,Premier_League,2019
,Newcastle United,41,26.6,25,€6.16m,€252.48m,Premier_League,2019
,Aston Villa,38,26.2,22,€6.10m,€231.70m,Premier_League,2019
,Southampton FC,36,25.0,20,€5.85m,€210.75m,Premier_League,2019
,Brighton & Hove Albion,45,25.3,29,€4.46m,€200.78m,Premier_League,2019
,Watford FC,43,26.2,27,€4.64m,€199.60m,Premier_League,2019
,Crystal Palace,33,27.4,18,€5.74m,€189.33m,Premier_League,2019
,Burnley FC,35,26.8,12,€4.68m,€163.88m,Premier_League,2019
,Norwich City,38,26.0,25,€3.82m,€145.33m,Premier_League,2019
,Sheffield United,34,27.9,16,€4.08m,€138.60m,Premier_League,2019
,Manchester City,36,25.3,23,€29.01m,€1.04bn,Premier_League,2020
,Liverpool FC,43,24.9,28,€22.55m,€969.65m,Premier_League,2020
,Chelsea FC,39,25.7,23,€22.80m,€889.20m,Premier_League,2020
,Manchester United,39,25.4,26,€19.74m,€770.05m,Premier_League,2020
,Tottenham Hotspur,41,25.2,23,€17.16m,€703.50m,Premier_League,2020
,Arsenal FC,42,24.9,27,€14.74m,€619.25m,Premier_League,2020
,Everton FC,44,25.2,27,€11.62m,€511.20m,Premier_League,2020
,Leicester City,40,25.8,27,€12.77m,€510.60m,Premier_League,2020
,Wolverhampton Wanderers,38,24.4,32,€11.85m,€450.30m,Premier_League,2020
,Aston Villa,53,23.9,24,€8.13m,€430.70m,Premier_League,2020
,West Ham United,39,27.0,23,€8.59m,€334.90m,Premier_League,2020
,Brighton & Hove Albion,46,24.9,30,€6.31m,€290.40m,Premier_League,2020
,Southampton FC,39,25.0,22,€7.25m,€282.80m,Premier_League,2020
,Newcastle United,33,27.4,19,€7.74m,€255.35m,Premier_League,2020
,Fulham FC,38,27.0,30,€6.31m,€239.75m,Premier_League,2020
,Leeds United,39,25.1,24,€6.11m,€238.10m,Premier_League,2020
,Crystal Palace,36,28.2,18,€5.38m,€193.85m,Premier_League,2020
,Sheffield United,40,25.4,16,€3.75m,€149.85m,Premier_League,2020
,West Bromwich Albion,43,26.6,18,€3.28m,€141.15m,Premier_League,2020
,Burnley FC,32,27.1,11,€4.13m,€132.30m,Premier_League,2020
,Manchester City,39,24.7,23,€25.74m,€1.00bn,Premier_League,2021
,Liverpool FC,49,24.5,29,€18.75m,€918.90m,Premier_League,2021
,Chelsea FC,44,25.6,25,€20.78m,€914.50m,Premier_League,2021
,Manchester United,43,26.0,29,€17.89m,€769.15m,Premier_League,2021
,Tottenham Hotspur,45,24.0,26,€15.32m,€689.35m,Premier_League,2021
,Arsenal FC,41,24.0,24,€14.95m,€613.05m,Premier_League,2021
,Leicester City,40,25.7,26,€13.16m,€526.55m,Premier_League,2021
,Aston Villa,44,24.8,21,€11.09m,€487.75m,Premier_League,2021
,Everton FC,42,26.0,24,€11.41m,€479.05m,Premier_League,2021
,Wolverhampton Wanderers,38,24.8,30,€9.92m,€376.95m,Premier_League,2021
,West Ham United,37,26.3,20,€9.59m,€354.90m,Premier_League,2021
,Brighton & Hove Albion,43,24.6,31,€7.40m,€318.00m,Premier_League,2021
,Newcastle United,34,27.9,19,€9.23m,€313.90m,Premier_League,2021
,Leeds United,35,24.0,20,€8.56m,€299.45m,Premier_League,2021
,Southampton FC,33,25.6,19,€8.31m,€274.30m,Premier_League,2021
,Brentford FC,38,24.7,27,€7.19m,€273.30m,Premier_League,2021
,Crystal Palace,33,26.5,16,€8.21m,€271.05m,Premier_League,2021
,Norwich City,45,24.7,29,€3.63m,€163.20m,Premier_League,2021
,Watford FC,47,26.4,36,€3.32m,€156.20m,Premier_League,2021
,Burnley FC,35,27.9,16,€3.94m,€137.85m,Premier_League,2021
,Manchester City,34,26.0,21,€33.70m,€1.15bn,Premier_League,2022
,Arsenal FC,42,24.0,25,€23.83m,€1.00bn,Premier_League,2022
,Chelsea FC,43,25.2,27,€23.14m,€994.95m,Premier_League,2022
,Manchester United,48,25.4,30,€17.66m,€847.75m,Premier_League,2022
,Liverpool FC,39,25.6,24,€20.82m,€811.85m,Premier_League,2022
,Tottenham Hotspur,34,25.9,21,€19.09m,€649.10m,Premier_League,2022
,Newcastle United,38,28.3,22,€14.25m,€541.60m,Premier_League,2022
,Brighton & Hove Albion,42,24.1,28,€12.61m,€529.80m,Premier_League,2022
,Aston Villa,43,25.4,23,€11.85m,€509.55m,Premier_League,2022
,Wolverhampton Wanderers,43,25.8,34,€11.57m,€497.65m,Premier_League,2022
,Leicester City,38,26.4,25,€12.91m,€490.70m,Premier_League,2022
,West Ham United,44,25.4,25,€10.58m,€465.60m,Premier_League,2022
,Southampton FC,46,24.8,25,€9.13m,€419.95m,Premier_League,2022
,Everton FC,40,26.9,21,€10.33m,€413.15m,Premier_League,2022
,Nottingham Forest,50,26.6,29,€7.53m,€376.25m,Premier_League,2022
,Brentford FC,36,25.3,26,€10.31m,€371.20m,Premier_League,2022
,Leeds United,47,24.0,31,€7.34m,€345.15m,Premier_League,2022
,Crystal Palace,39,25.4,19,€8.28m,€323.05m,Premier_League,2022
,Fulham FC,47,25.9,35,€6.28m,€295.10m,Premier_League,2022
,AFC Bournemouth,47,25.0,23,€6.11m,€287.20m,Premier_League,2022
,Manchester City,36,25.7,21,€40.63m,€1.46bn,Premier_League,2023
,Arsenal FC,40,24.6,23,€30.08m,€1.20bn,Premier_League,2023
,Chelsea FC,56,22.2,26,€18.10m,€1.01bn,Premier_League,2023
,Liverpool FC,45,24.2,30,€21.24m,€955.65m,Premier_League,2023
,Tottenham Hotspur,41,25.6,28,€20.45m,€838.50m,Premier_League,2023
,Manchester United,46,24.9,28,€17.57m,€808.35m,Premier_League,2023
,Aston Villa,45,25.0,23,€15.77m,€709.65m,Premier_League,2023
,Newcastle United,45,26.3,21,€14.49m,€652.25m,Premier_League,2023
,Brighton & Hove Albion,49,24.2,33,€10.70m,€524.40m,Premier_League,2023
,Nottingham Forest,46,26.6,36,€10.90m,€501.35m,Premier_League,2023
,West Ham United,36,26.6,20,€13.54m,€487.50m,Premier_League,2023
,Crystal Palace,40,25.1,17,€11.16m,€446.58m,Premier_League,2023
,Wolverhampton Wanderers,47,23.9,32,€9.42m,€442.73m,Premier_League,2023
,Brentford FC,42,25.0,29,€10.21m,€428.78m,Premier_League,2023
,AFC Bournemouth,42,25.7,26,€9.57m,€401.75m,Premier_League,2023
,Everton FC,34,26.8,16,€11.52m,€391.75m,Premier_League,2023
,Fulham FC,35,26.9,31,€10.98m,€384.35m,Premier_League,2023
,Burnley FC,39,25.3,30,€7.01m,€273.48m,Premier_League,2023
,Sheffield United,45,24.7,26,€3.39m,€152.35m,Premier_League,2023
,Luton Town,46,25.7,22,€3.06m,€140.90m,Premier_League,2023
,Manchester City,44,25.6,27,€30.86m,€1.36bn,Premier_League,2024
,Chelsea FC,58,22.4,30,€20.59m,€1.19bn,Premier_League,2024
,Arsenal FC,42,24.5,26,€27.58m,€1.16bn,Premier_League,2024
,Liverpool FC,35,24.7,21,€27.17m,€950.95m,Premier_League,2024
,Manchester United,49,24.0,29,€16.84m,€825.00m,Premier_League,2024
,Tottenham Hotspur,41,24.0,23,€18.96m,€777.30m,Premier_League,2024
,Aston Villa,41,25.2,24,€16.60m,€680.55m,Premier_League,2024
,Newcastle United,36,27.5,15,€18.82m,€677.53m,Premier_League,2024
,Brighton & Hove Albion,49,24.2,33,€13.62m,€667.58m,Premier_League,2024
,Crystal Palace,40,26.2,18,€13.17m,€526.85m,Premier_League,2024
,AFC Bournemouth,39,24.7,25,€13.30m,€518.60m,Premier_League,2024
,Nottingham Forest,33,26.8,23,€14.58m,€481.30m,Premier_League,2024
,Wolverhampton Wanderers,44,25.3,33,€9.84m,€433.05m,Premier_League,2024
,Brentford FC,38,24.4,27,€11.26m,€427.85m,Premier_League,2024
,West Ham United,29,28.0,19,€13.82m,€400.70m,Premier_League,2024
,Everton FC,39,25.8,21,€9.31m,€363.23m,Premier_League,2024
,Fulham FC,28,27.7,21,€12.94m,€362.35m,Premier_League,2024
,Southampton FC,42,25.3,23,€7.38m,€310.05m,Premier_League,2024
,Ipswich Town,35,26.6,17,€7.72m,€270.10m,Premier_League,2024
,Leicester City,40,25.3,24,€6.33m,€253.35m,Premier_League,2024
,Arsenal FC,25,25.7,17,€52.56m,€1.31bn,Premier_League,2025
,Manchester City,26,26.4,19,€46.64m,€1.21bn,Premier_League,2025
,Liverpool FC,26,25.8,20,€44.39m,€1.15bn,Premier_League,2025
,Chelsea FC,31,23.5,21,€36.66m,€1.14bn,Premier_League,2025
,Tottenham Hotspur,29,25.3,23,€31.74m,€920.60m,Premier_League,2025
,Newcastle United,29,27.4,13,€25.93m,€751.83m,Premier_League,2025
,Manchester United,26,25.6,19,€28.08m,€730.20m,Premier_League,2025
,Nottingham Forest,28,26.3,21,€23.03m,€644.70m,Premier_League,2025
,Aston Villa,23,27.8,16,€23.74m,€546.00m,Premier_League,2025
,Brighton & Hove Albion,26,26.2,18,€20.02m,€520.60m,Premier_League,2025
,Crystal Palace,30,25.4,17,€16.15m,€484.53m,Premier_League,2025
,AFC Bournemouth,25,25.0,19,€17.92m,€448.10m,Premier_League,2025
,Brentford FC,31,24.8,21,€14.03m,€434.90m,Premier_League,2025
,Everton FC,24,26.7,13,€17.28m,€414.60m,Premier_League,2025
,West Ham United,26,26.9,18,€15.42m,€400.80m,Premier_League,2025
,Wolverhampton Wanderers,26,26.2,24,€14.48m,€376.60m,Premier_League,2025
,Fulham FC,24,28.0,20,€15.58m,€374.00m,Premier_League,2025
,Sunderland AFC,36,25.0,24,€9.44m,€340.00m,Premier_League,2025
,Leeds United,26,27.0,19,€12.17m,€316.30m,Premier_League,2025
,Burnley FC,32,26.6,25,€7.72m,€247.15m,Premier_League,2025
,Juventus FC,36,27.1,15,€8.58m,€308.90m,Serie_A,2005
,AC Milan,36,27.9,17,€7.49m,€269.75m,Serie_A,2005
,Inter Milan,52,25.4,31,€4.52m,€234.93m,Serie_A,2005
,AS Roma,42,24.4,12,€4.60m,€193.20m,Serie_A,2005
,ACF Fiorentina,43,26.4,15,€3.23m,€138.68m,Serie_A,2005
,US Palermo,43,25.3,7,€2.19m,€94.20m,Serie_A,2005
,Udinese Calcio,45,24.9,17,€1.99m,€89.60m,Serie_A,2005
,SS Lazio,50,25.8,14,€1.66m,€83.05m,Serie_A,2005
,UC Sampdoria,39,26.0,5,€1.58m,€61.50m,Serie_A,2005
,Parma FC,40,24.8,8,€1.43m,€57.05m,Serie_A,2005
,AS Livorno,35,27.0,9,€1.61m,€56.38m,Serie_A,2005
,US Lecce,42,24.0,13,€1.24m,€52.15m,Serie_A,2005
,Chievo Verona,34,26.3,5,€1.46m,€49.55m,Serie_A,2005
,Reggina Calcio,42,25.1,8,€1.04m,€43.65m,Serie_A,2005
,FC Messina Peloro,42,26.1,11,€952k,€39.98m,Serie_A,2005
,FC Empoli,31,26.5,3,€1.19m,€37.00m,Serie_A,2005
,Cagliari Calcio,31,25.4,5,€1.15m,€35.65m,Serie_A,2005
,AC Siena,33,28.1,6,€1.06m,€34.98m,Serie_A,2005
,Ascoli Calcio 1898,48,25.8,6,€511k,€24.55m,Serie_A,2005
,Treviso FBC 1993,51,25.5,13,€461k,€23.53m,Serie_A,2005
,AC Milan,43,27.5,16,€6.38m,€274.35m,Serie_A,2006
,Inter Milan,58,24.4,31,€4.61m,€267.23m,Serie_A,2006
,AS Roma,40,25.2,17,€5.52m,€220.65m,Serie_A,2006
,ACF Fiorentina,38,24.6,15,€4.20m,€159.60m,Serie_A,2006
,US Palermo,51,24.4,8,€2.50m,€127.28m,Serie_A,2006
,SS Lazio,34,27.2,10,€3.10m,€105.35m,Serie_A,2006
,Udinese Calcio,52,22.5,25,€2.01m,€104.58m,Serie_A,2006
,Chievo Verona,54,25.4,9,€1.55m,€83.50m,Serie_A,2006
,UC Sampdoria,42,24.9,9,€1.65m,€69.45m,Serie_A,2006
,AS Livorno,34,28.4,11,€2.01m,€68.33m,Serie_A,2006
,Torino FC,37,29.4,7,€1.50m,€55.55m,Serie_A,2006
,Atalanta BC,40,26.0,8,€1.34m,€53.48m,Serie_A,2006
,Reggina Calcio,44,24.5,7,€1.14m,€50.10m,Serie_A,2006
,Parma FC,39,24.5,8,€1.20m,€46.90m,Serie_A,2006
,AC Siena,39,26.6,12,€1.18m,€46.08m,Serie_A,2006
,Cagliari Calcio,36,25.2,5,€1.25m,€45.15m,Serie_A,2006
,FC Empoli,36,24.6,2,€1.23m,€44.30m,Serie_A,2006
,FC Messina Peloro,46,27.0,12,€882k,€40.58m,Serie_A,2006
,Calcio Catania,36,27.7,6,€1.07m,€38.60m,Serie_A,2006
,Ascoli Calcio 1898,47,26.4,9,€549k,€25.80m,Serie_A,2006
,Inter Milan,48,26.0,31,€6.46m,€310.00m,Serie_A,2007
,AC Milan,41,27.6,18,€6.81m,€279.40m,Serie_A,2007
,AS Roma,37,26.3,19,€6.61m,€244.40m,Serie_A,2007
,Juventus FC,38,25.8,14,€6.23m,€236.85m,Serie_A,2007
,ACF Fiorentina,46,23.8,16,€3.73m,€171.35m,Serie_A,2007
,Udinese Calcio,49,23.2,24,€2.35m,€115.05m,Serie_A,2007
,SS Lazio,40,26.5,15,€2.77m,€110.80m,Serie_A,2007
,US Palermo,43,24.2,6,€2.44m,€104.80m,Serie_A,2007
,SSC Napoli,30,27.2,9,€2.57m,€76.95m,Serie_A,2007
,UC Sampdoria,41,24.8,8,€1.85m,€75.70m,Serie_A,2007
,Genoa CFC,45,25.3,17,€1.41m,€63.25m,Serie_A,2007
,Torino FC,40,25.8,8,€1.50m,€60.05m,Serie_A,2007
,Calcio Catania,40,27.4,11,€1.46m,€58.40m,Serie_A,2007
,Atalanta BC,38,26.0,10,€1.44m,€54.80m,Serie_A,2007
,Parma FC,41,25.9,7,€1.28m,€52.50m,Serie_A,2007
,FC Empoli,38,24.7,3,€1.30m,€49.50m,Serie_A,2007
,AS Livorno,36,27.3,10,€1.34m,€48.35m,Serie_A,2007
,Reggina Calcio,45,23.7,15,€983k,€44.23m,Serie_A,2007
,AC Siena,42,26.4,18,€1.02m,€42.80m,Serie_A,2007
,Cagliari Calcio,42,25.0,11,€981k,€41.20m,Serie_A,2007
,Inter Milan,32,28.5,25,€10.25m,€327.90m,Serie_A,2008
,AC Milan,35,28.1,19,€9.13m,€319.40m,Serie_A,2008
,AS Roma,40,26.3,18,€6.67m,€266.80m,Serie_A,2008
,Juventus FC,34,27.1,14,€7.55m,€256.85m,Serie_A,2008
,ACF Fiorentina,38,25.5,18,€5.19m,€197.10m,Serie_A,2008
,Udinese Calcio,37,24.1,20,€3.37m,€124.65m,Serie_A,2008
,SS Lazio,37,25.9,17,€2.96m,€109.65m,Serie_A,2008
,US Palermo,47,24.4,11,€2.26m,€106.35m,Serie_A,2008
,SSC Napoli,31,27.4,10,€3.27m,€101.50m,Serie_A,2008
,UC Sampdoria,47,24.0,12,€2.01m,€94.30m,Serie_A,2008
,Genoa CFC,47,23.6,15,€1.95m,€91.70m,Serie_A,2008
,Torino FC,35,27.7,4,€1.85m,€64.90m,Serie_A,2008
,Atalanta BC,36,25.4,7,€1.78m,€64.20m,Serie_A,2008
,Calcio Catania,37,26.8,12,€1.35m,€49.90m,Serie_A,2008
,US Lecce,43,25.5,21,€1.06m,€45.78m,Serie_A,2008
,Cagliari Calcio,36,24.6,6,€1.27m,€45.68m,Serie_A,2008
,AC Siena,40,25.6,17,€1.13m,€45.30m,Serie_A,2008
,Bologna FC 1909,34,28.8,7,€1.19m,€40.30m,Serie_A,2008
,Chievo Verona,38,27.5,11,€1.01m,€38.25m,Serie_A,2008
,Reggina Calcio,42,24.7,13,€854k,€35.85m,Serie_A,2008
,Inter Milan,47,25.4,31,€8.44m,€396.50m,Serie_A,2009
,Juventus FC,44,26.0,14,€6.21m,€273.10m,Serie_A,2009
,AC Milan,41,27.3,16,€6.25m,€256.45m,Serie_A,2009
,AS Roma,45,25.8,20,€5.45m,€245.15m,Serie_A,2009
,ACF Fiorentina,46,24.5,22,€4.55m,€209.30m,Serie_A,2009
,SSC Napoli,34,27.1,12,€4.28m,€145.63m,Serie_A,2009
,SS Lazio,62,25.2,23,€2.28m,€141.10m,Serie_A,2009
,Genoa CFC,47,24.6,17,€2.89m,€135.85m,Serie_A,2009
,Udinese Calcio,49,23.9,30,€2.77m,€135.58m,Serie_A,2009
,US Palermo,41,24.7,16,€2.93m,€119.95m,Serie_A,2009
,UC Sampdoria,37,25.6,6,€3.05m,€112.70m,Serie_A,2009
,Parma FC,51,25.0,16,€1.62m,€82.83m,Serie_A,2009
,Cagliari Calcio,35,24.7,7,€2.05m,€71.80m,Serie_A,2009
,AS Bari,43,27.0,14,€1.61m,€69.30m,Serie_A,2009
,Calcio Catania,36,26.0,16,€1.75m,€63.05m,Serie_A,2009
,Atalanta BC,39,26.6,13,€1.59m,€62.05m,Serie_A,2009
,Bologna FC 1909,38,28.1,9,€1.40m,€53.10m,Serie_A,2009
,AS Livorno,40,26.1,10,€1.17m,€46.80m,Serie_A,2009
,AC Siena,40,25.7,18,€1.15m,€45.83m,Serie_A,2009
,Chievo Verona,39,27.2,13,€1.06m,€41.28m,Serie_A,2009
,Inter Milan,44,26.2,27,€7.89m,€346.95m,Serie_A,2010
,AC Milan,45,27.7,22,€6.40m,€288.08m,Serie_A,2010
,Juventus FC,51,25.9,15,€5.08m,€258.93m,Serie_A,2010
,ACF Fiorentina,42,24.9,22,€4.18m,€175.48m,Serie_A,2010
,AS Roma,43,26.7,22,€4.02m,€172.98m,Serie_A,2010
,SSC Napoli,31,28.3,10,€5.50m,€170.43m,Serie_A,2010
,Genoa CFC,45,25.2,22,€3.74m,€168.18m,Serie_A,2010
,Udinese Calcio,40,24.6,23,€3.43m,€137.05m,Serie_A,2010
,UC Sampdoria,46,24.6,14,€2.72m,€125.05m,Serie_A,2010
,US Palermo,45,24.1,16,€2.73m,€123.03m,Serie_A,2010
,SS Lazio,44,27.0,22,€2.54m,€111.73m,Serie_A,2010
,Parma FC,43,25.6,14,€2.00m,€86.05m,Serie_A,2010
,Cagliari Calcio,37,27.7,6,€2.30m,€85.03m,Serie_A,2010
,AC Cesena,45,26.5,22,€1.43m,€64.23m,Serie_A,2010
,Bologna FC 1909,38,25.0,14,€1.66m,€63.05m,Serie_A,2010
,Calcio Catania,35,26.7,17,€1.73m,€60.68m,Serie_A,2010
,AS Bari,46,25.7,15,€1.12m,€51.50m,Serie_A,2010
,Chievo Verona,43,27.0,21,€1.14m,€48.95m,Serie_A,2010
,Brescia Calcio,43,26.2,19,€855k,€36.75m,Serie_A,2010
,US Lecce,37,25.5,15,€884k,€32.70m,Serie_A,2010
,Inter Milan,48,26.0,28,€6.31m,€303.05m,Serie_A,2011
,AC Milan,45,26.8,21,€6.08m,€273.53m,Serie_A,2011
,Juventus FC,34,28.2,12,€7.71m,€262.28m,Serie_A,2011
,SSC Napoli,29,28.7,15,€7.06m,€204.75m,Serie_A,2011
,AS Roma,39,25.9,18,€4.43m,€172.78m,Serie_A,2011
,Udinese Calcio,49,23.9,25,€2.86m,€140.13m,Serie_A,2011
,ACF Fiorentina,40,25.1,21,€3.27m,€130.83m,Serie_A,2011
,US Palermo,46,25.0,25,€2.59m,€119.05m,Serie_A,2011
,SS Lazio,52,25.7,22,€2.19m,€113.63m,Serie_A,2011
,Genoa CFC,39,26.2,21,€2.67m,€104.30m,Serie_A,2011
,Parma FC,43,25.7,12,€1.92m,€82.35m,Serie_A,2011
,Cagliari Calcio,33,25.2,12,€2.17m,€71.65m,Serie_A,2011
,Atalanta BC,36,27.8,5,€1.88m,€67.58m,Serie_A,2011
,Bologna FC 1909,41,25.3,18,€1.56m,€63.90m,Serie_A,2011
,Calcio Catania,39,26.9,21,€1.52m,€59.25m,Serie_A,2011
,Chievo Verona,40,26.6,20,€1.12m,€44.80m,Serie_A,2011
,AC Siena,37,27.3,10,€1.06m,€39.33m,Serie_A,2011
,AC Cesena,45,25.7,21,€867k,€39.03m,Serie_A,2011
,US Lecce,43,26.1,17,€894k,€38.43m,Serie_A,2011
,Novara Calcio 1908,38,27.3,13,€748k,€28.43m,Serie_A,2011
,Juventus FC,40,26.8,17,€8.45m,€337.90m,Serie_A,2012
,Inter Milan,55,24.8,33,€4.41m,€242.80m,Serie_A,2012
,AC Milan,42,26.0,22,€5.68m,€238.53m,Serie_A,2012
,SSC Napoli,41,26.7,18,€5.79m,€237.25m,Serie_A,2012
,ACF Fiorentina,42,25.7,25,€5.09m,€213.65m,Serie_A,2012
,AS Roma,37,25.0,22,€4.69m,€173.40m,Serie_A,2012
,SS Lazio,55,25.4,29,€2.61m,€143.28m,Serie_A,2012
,Udinese Calcio,48,23.8,23,€2.52m,€121.00m,Serie_A,2012
